1, 2.2845, 0.4882, 1.9474, 0.5091
2, 1.9442, 0.4905, 1.7910, 0.5105
3, 1.8515, 0.4947, 1.7561, 0.5099
4, 1.7854, 0.4952, 1.7124, 0.5105
5, 1.7463, 0.4985, 1.6778, 0.5125
6, 1.7012, 0.5031, 1.6441, 0.5131
7, 1.6670, 0.5056, 1.5989, 0.5361
8, 1.6319, 0.5119, 1.5758, 0.5407
9, 1.6093, 0.5137, 1.5446, 0.5453
10, 1.5758, 0.5178, 1.5358, 0.5539
11, 1.5396, 0.5275, 1.5237, 0.5624
12, 1.5053, 0.5341, 1.5016, 0.5644
13, 1.4836, 0.5378, 1.4954, 0.5664
14, 1.4651, 0.5406, 1.4625, 0.5723
15, 1.4371, 0.5481, 1.4358, 0.5861
16, 1.4086, 0.5558, 1.4409, 0.5769
17, 1.3829, 0.5617, 1.4157, 0.5933
18, 1.3655, 0.5683, 1.4210, 0.5834
19, 1.3467, 0.5728, 1.4054, 0.5828
20, 1.3217, 0.5794, 1.3951, 0.6058
21, 1.3045, 0.5834, 1.3856, 0.5986
22, 1.2850, 0.5861, 1.3602, 0.6032
23, 1.2590, 0.5948, 1.3442, 0.6110
24, 1.2543, 0.5977, 1.3489, 0.6130
25, 1.2344, 0.6007, 1.3514, 0.6005
26, 1.2180, 0.6019, 1.3448, 0.6130
27, 1.1618, 0.6193, 1.2997, 0.6288
28, 1.1514, 0.6206, 1.3038, 0.6301
29, 1.1232, 0.6344, 1.2989, 0.6248
30, 1.1180, 0.6327, 1.3052, 0.6242
31, 1.1175, 0.6307, 1.2942, 0.6288
32, 1.0952, 0.6331, 1.2828, 0.6294
33, 1.0913, 0.6408, 1.2920, 0.6281
34, 1.0625, 0.6511, 1.2915, 0.6156
35, 1.0652, 0.6468, 1.2629, 0.6373
36, 1.0542, 0.6495, 1.2739, 0.6413
37, 1.0489, 0.6514, 1.2641, 0.6268
38, 1.0463, 0.6539, 1.2852, 0.6242
39, 1.0129, 0.6627, 1.2512, 0.6360
40, 1.0135, 0.6625, 1.2562, 0.6327
